"HydroID","cnt","ag_1985_sum","ag_1985_pct"
201482255,0,0,NA
201482314,0,0,NA
201482329,0,0,NA
201482365,0,0,NA
201482265,0,0,NA
201482476,0,0,NA
201482294,0,0,NA
201482538,0,0,NA
201482386,0,0,NA
201482317,2343,101,0.0431071276141699
201482333,0,0,NA
201482369,0,0,NA
201482505,0,0,NA
201482364,0,0,NA
201482361,1026,6,0.00584795321637427
201482362,910,23,0.0252747252747253
201482656,2724,23,0.00844346549192364
201482780,2887,17,0.0058884655351576
201482387,0,0,NA
201482692,0,0,NA
201482670,0,0,NA
201482435,0,0,NA
201482556,1849,43,0.0232558139534884
201482430,0,0,NA
201482391,0,0,NA
201482409,0,0,NA
201482467,2405,93,0.0386694386694387
201482649,2590,34,0.0131274131274131
201482543,0,0,NA
201482456,0,0,NA
201482681,0,0,NA
201482740,2328,58,0.024914089347079
201482628,0,0,NA
201482548,960,59,0.0614583333333333
201482491,0,0,NA
201482671,0,0,NA
201482564,0,0,NA
201482663,0,0,NA
201482557,965,72,0.0746113989637306
201482549,1734,244,0.140715109573241
201482655,5093,307,0.0602788140585117
201482566,0,0,NA
201482715,0,0,NA
201482735,2622,648,0.247139588100687
201482982,4266,600,0.140646976090014
201482736,1661,148,0.0891029500301024
201482650,228,0,0
201482658,0,0,NA
201482577,0,0,NA
201482585,0,0,NA
201482627,0,0,NA
201482983,3275,282,0.0861068702290076
201482709,0,0,NA
201482714,0,0,NA
201482686,0,0,NA
201482759,407,63,0.154791154791155
201482800,0,0,NA
201482755,0,0,NA
201482931,0,0,NA
201482683,0,0,NA
201482738,0,0,NA
201482687,0,0,NA
201482747,1057,201,0.190160832544939
201482716,0,0,NA
201482786,0,0,NA
201482910,4102,152,0.0370550950755729
201482869,1274,0,0
201482776,0,0,NA
201482760,73,0,0
201482781,1246,187,0.15008025682183
201482801,0,0,NA
201482868,1090,0,0
201482765,845,264,0.312426035502959
201482779,342,110,0.321637426900585
201482899,1613,106,0.0657160570365778
201482926,1912,321,0.167887029288703
201482788,160,0,0
201483020,0,0,NA
201482819,0,0,NA
201482919,1360,0,0
201482838,0,0,NA
201482829,0,0,NA
201482877,0,0,NA
201482903,1050,87,0.0828571428571429
201482805,441,6,0.0136054421768707
201482937,1317,76,0.0577069096431283
201482820,0,0,NA
201482828,0,0,NA
201482895,0,0,NA
201482915,0,0,NA
201482941,0,0,NA
201483015,1356,39,0.0287610619469027
201482911,1249,0,0
201483044,0,0,NA
201482927,1036,53,0.0511583011583012
201483098,0,0,NA
201482920,97,0,0
201482904,988,134,0.135627530364372
201483183,2864,253,0.0883379888268156
201482966,1783,100,0.0560852495793606
201482945,118,0,0
201482939,936,189,0.201923076923077
201482965,281,11,0.0391459074733096
201483025,0,0,NA
201483018,0,0,NA
201483053,575,50,0.0869565217391304
201482961,1371,44,0.0320933625091174
201483070,631,0,0
201483019,0,0,NA
201483174,0,0,NA
201483205,1510,7,0.00463576158940397
201483140,2354,295,0.125318606627018
201483014,2336,241,0.103167808219178
201483234,3756,367,0.0977103301384452
201483054,1052,101,0.0960076045627376
201483033,0,0,NA
201483295,2675,122,0.045607476635514
201483062,140,25,0.178571428571429
201483031,1405,0,0
201483039,0,0,NA
201483115,0,0,NA
201483128,0,0,NA
201483254,2465,90,0.0365111561866126
201483150,0,0,NA
201483050,0,0,NA
201483091,0,0,NA
201483154,0,0,NA
201483116,1626,206,0.126691266912669
201483204,1214,15,0.0123558484349259
201483433,3496,0,0
201483119,0,0,NA
201483141,1996,54,0.0270541082164329
201483198,0,0,NA
201483319,2172,32,0.0147329650092081
201483120,0,0,NA
201483127,0,0,NA
201483143,0,0,NA
201483160,0,0,NA
201483387,4775,205,0.0429319371727749
201483139,681,0,0
201483156,37,0,0
201483252,0,0,NA
201483285,0,0,NA
201483296,2234,59,0.0264100268576544
201483339,1592,99,0.0621859296482412
201483215,2313,538,0.232598357111976
201483159,0,0,NA
201483272,0,0,NA
201483335,0,0,NA
201483233,2527,0,0
201483250,0,0,NA
201483185,0,0,NA
201483242,381,0,0
201483276,1313,0,0
201483401,3405,0,0
201483325,1285,0,0
201483435,2952,153,0.0518292682926829
201483219,436,192,0.440366972477064
201483220,2834,142,0.050105857445307
201483218,824,195,0.236650485436893
201483299,3322,647,0.194762191450933
201483343,1232,335,0.271915584415584
201483328,630,0,0
201483471,0,0,NA
201483327,441,0,0
201483338,1251,242,0.193445243804956
201483311,1546,181,0.117076326002587
201483255,897,19,0.0211817168338907
201483398,0,0,NA
201483336,0,0,NA
201483402,381,0,0
201483570,0,0,NA
201483284,0,0,NA
201483575,0,0,NA
201483324,2231,281,0.125952487673689
201483477,1714,10,0.0058343057176196
201483329,1544,47,0.030440414507772
201483846,0,0,NA
201483400,1813,167,0.0921125206839493
201483326,1,0,0
201483394,144,0,0
201483376,979,116,0.118488253319714
201483643,2865,120,0.0418848167539267
201483347,279,64,0.229390681003584
201483423,0,0,NA
201483789,3874,427,0.110221992772328
201483434,1489,44,0.0295500335795836
201483493,0,0,NA
201483633,2134,195,0.091377694470478
201483409,1218,50,0.0410509031198686
201483388,1060,270,0.254716981132075
201483543,1755,199,0.113390313390313
201483432,1145,0,0
201483751,0,0,NA
201483454,561,0,0
201483403,879,51,0.0580204778156997
201483464,124,0,0
201483422,0,0,NA
201483421,1816,23,0.0126651982378855
201483476,851,0,0
201483436,917,6,0.00654307524536532
201483739,0,0,NA
201483559,0,0,NA
201483589,1408,130,0.0923295454545455
201483481,1184,66,0.0557432432432432
201483550,0,0,NA
201483557,1695,21,0.0123893805309735
201483498,239,0,0
201483585,355,52,0.146478873239437
201483544,1005,167,0.166169154228856
201483584,3353,173,0.0515955860423501
201483693,2567,0,0
201483497,972,249,0.256172839506173
201483595,856,45,0.0525700934579439
201483492,0,0,NA
201483787,2723,30,0.0110172603745869
201483506,1031,7,0.00678952473326867
201483572,468,0,0
201483752,0,0,NA
201483540,1766,183,0.103624009060023
201483641,1098,4,0.00364298724954463
201483617,2446,0,0
201483574,0,0,NA
201483573,1482,45,0.0303643724696356
201483640,470,46,0.0978723404255319
201483763,0,0,NA
201483582,0,0,NA
201483605,0,0,NA
201483600,969,0,0
201483563,2706,35,0.0129342202512934
201483933,2176,44,0.0202205882352941
201483738,0,0,NA
201483581,0,0,NA
201483637,0,0,NA
201483638,0,0,NA
201483692,2016,138,0.068452380952381
201483835,943,0,0
201483580,0,0,NA
201483635,1294,109,0.0842349304482226
201483586,0,0,NA
201483689,1096,0,0
201483601,866,10,0.0115473441108545
201483622,983,0,0
201483737,0,0,NA
201483706,2260,124,0.0548672566371681
201483645,0,0,NA
201483794,2638,13,0.00492797573919636
201483604,226,0,0
201484085,8182,0,0
201483793,1317,0,0
201483767,3313,262,0.0790824026562028
201483764,0,0,NA
201483716,0,0,NA
201483857,2210,0,0
201483723,0,0,NA
201483634,1060,91,0.0858490566037736
201483670,1269,6,0.00472813238770686
201483642,44,0,0
201483962,2659,30,0.0112824370063934
201483688,1362,85,0.0624082232011747
201483733,404,59,0.146039603960396
201483946,0,0,NA
201483660,1697,160,0.09428403064231
201483840,2169,135,0.0622406639004149
201483665,65,0,0
201483771,1092,111,0.101648351648352
201483652,1029,239,0.232264334305151
201483836,2525,18,0.00712871287128713
201483735,1085,29,0.0267281105990783
201483669,510,17,0.0333333333333333
201484121,5098,288,0.0564927422518635
201483717,0,0,NA
201484035,2625,43,0.0163809523809524
201483766,413,0,0
201483746,0,0,NA
201483734,509,103,0.202357563850688
201483742,3154,62,0.0196575776791376
201483821,0,0,NA
201483964,0,0,NA
201483910,2226,54,0.0242587601078167
201483905,0,0,NA
201483884,344,0,0
201483790,1741,152,0.0873061458931648
201483863,1310,393,0.3
201483801,1149,237,0.206266318537859
201483741,4,1,0.25
201483819,0,0,NA
201483820,0,0,NA
201483781,1552,127,0.0818298969072165
201483921,2153,228,0.105898745935903
201483818,0,0,NA
201483982,0,0,NA
201483769,0,0,NA
201483945,0,0,NA
201483949,2502,435,0.173860911270983
201483788,1158,50,0.0431778929188256
201483830,0,0,NA
201483950,1974,253,0.128166160081054
201483879,722,71,0.0983379501385042
201483935,0,0,NA
201483963,1831,5,0.00273074822501365
201483875,634,1,0.00157728706624606
201483951,885,0,0
201483977,0,0,NA
201484082,0,0,NA
201483911,769,0,0
201483848,854,203,0.237704918032787
201483858,78,8,0.102564102564103
201484280,3547,355,0.100084578517057
201484108,0,0,NA
201484060,1305,148,0.113409961685824
201484073,0,0,NA
201483876,950,7,0.00736842105263158
201483952,1383,0,0
201484384,3040,51,0.0167763157894737
201483899,909,23,0.0253025302530253
201483922,1699,0,0
201484276,3095,7,0.00226171243941842
201484086,3045,0,0
201483994,0,0,NA
201484041,0,0,NA
201484012,603,11,0.0182421227197347
201484071,1171,0,0
201483934,2586,49,0.0189481825212684
201484115,1156,7,0.00605536332179931
201483988,0,0,NA
201483987,0,0,NA
201483959,0,0,NA
201484338,3488,79,0.0226490825688073
201484136,682,0,0
201484265,2304,203,0.0881076388888889
201484175,1340,0,0
201484229,2223,26,0.0116959064327485
201484286,2558,401,0.156763096168882
201483967,1849,220,0.118983234180638
201484011,1385,89,0.0642599277978339
201484000,0,0,NA
201484029,3164,496,0.156763590391909
201484122,0,0,NA
201484320,1577,0,0
201484305,3649,121,0.0331597697999452
201484017,1111,0,0
201484264,1084,0,0
201484158,0,0,NA
201484156,2110,0,0
201484188,909,0,0
201484412,4657,0,0
201484045,1445,81,0.0560553633217993
201484051,85,0,0
201484046,57,0,0
201484129,0,0,NA
201484145,1366,201,0.14714494875549
201484263,394,0,0
201484127,1217,0,0
201484190,1565,210,0.134185303514377
201484050,871,0,0
201484187,2004,203,0.101297405189621
201484065,1449,0,0
201484201,1326,158,0.119155354449472
201484192,1864,0,0
201484076,2030,818,0.402955665024631
201484287,1706,221,0.129542790152403
201484180,475,0,0
201484107,0,0,NA
201484130,0,0,NA
201484081,0,0,NA
201484555,0,0,NA
201484196,979,0,0
201484114,413,51,0.123486682808717
201484195,3046,0,0
201484123,0,0,NA
201484425,2064,0,0
201484148,3742,0,0
201484230,671,43,0.0640834575260805
201484218,0,0,NA
201484139,815,0,0
201484462,2490,675,0.271084337349398
201484189,1129,122,0.108060230292294
201484154,0,0,NA
201484140,19,0,0
201484179,1450,28,0.0193103448275862
201484278,457,0,0
201484392,1997,114,0.057085628442664
201484378,2086,75,0.035953978906999
201484379,1221,0,0
201484335,135,0,0
201484238,0,0,NA
201484219,1265,0,0
201484200,1280,158,0.1234375
201484194,1944,96,0.0493827160493827
201484277,1541,0,0
201484186,121,0,0
201484228,776,205,0.264175257731959
201484404,3482,21,0.00603101665709362
201484193,2,0,0
201484418,1543,315,0.204147764095917
201484327,1964,0,0
201484266,208,2,0.00961538461538462
201484419,1459,21,0.0143934201507882
201484329,1290,0,0
201484521,0,0,NA
201484311,0,0,NA
201484300,1054,0,0
201484284,0,0,NA
201484247,106,0,0
201484403,918,74,0.0806100217864924
201484246,474,10,0.0210970464135021
201484274,699,3,0.00429184549356223
201484243,864,387,0.447916666666667
201484371,1687,571,0.338470657972733
201484281,433,71,0.163972286374134
201484789,2502,0,0
201484424,1754,0,0
201484377,9339,0,0
201484292,748,129,0.172459893048128
201484882,5361,298,0.0555866442827831
201484518,2605,228,0.0875239923224568
201484563,2032,109,0.0536417322834646
201484282,31,0,0
201484355,1035,3,0.00289855072463768
201484467,3762,0,0
201484306,1020,222,0.217647058823529
201484417,547,90,0.164533820840951
201484460,0,0,NA
201484450,0,0,NA
201484337,286,0,0
201484393,1462,0,0
201484451,1432,0,0
201484317,345,0,0
201484515,0,0,NA
201484336,164,10,0.0609756097560976
201484328,1252,0,0
201484411,3662,0,0
201484339,917,2,0.00218102508178844
201484406,345,0,0
201484341,0,0,NA
201484523,713,0,0
201484415,2893,280,0.0967853439336329
201484361,43,0,0
201484615,1862,229,0.122986036519871
201484477,2137,22,0.0102948058025269
201484575,3692,561,0.151950162513543
201484394,1153,10,0.00867302688638335
201484416,1008,124,0.123015873015873
201484367,941,86,0.0913921360255048
201484577,3321,191,0.0575127973501957
201484405,1309,0,0
201484478,1993,0,0
201484385,1244,0,0
201484561,1095,0,0
201484381,941,127,0.134962805526036
201484382,4,0,0
201484440,146,0,0
201484484,1440,0,0
201484383,65,0,0
201484391,26,0,0
201484639,3713,1037,0.279288984648532
201484461,157,0,0
201484453,713,0,0
201484439,3423,0,0
201484503,883,0,0
201484626,1075,0,0
201484599,1255,0,0
201484714,2304,0,0
201484533,2093,0,0
201484674,1268,0,0
201484541,519,25,0.0481695568400771
201484452,142,0,0
201484529,419,0,0
201484530,1548,0,0
201484668,6266,0,0
201484522,180,0,0
201484527,2276,0,0
201484466,1212,0,0
201484616,2151,65,0.0302185030218503
201484483,0,0,NA
201484585,0,0,NA
201484620,1410,0,0
201484543,248,78,0.314516129032258
201484568,1740,38,0.0218390804597701
201484658,6,0,0
201484787,5472,0,0
201484598,570,0,0
201484492,1174,574,0.488926746166951
201484502,898,0,0
201484542,893,298,0.333706606942889
201484511,225,0,0
201484600,300,0,0
201484791,3492,0,0
201484794,2143,50,0.0233317778814746
201484556,6008,43,0.00715712383488682
201485054,335,0,0
201484526,1253,0,0
201484823,4761,0,0
201484540,18,0,0
201484792,2464,0,0
201484548,246,50,0.203252032520325
201484574,442,30,0.0678733031674208
201484710,1822,153,0.08397365532382
201484734,4246,0,0
201484587,166,0,0
201484584,1065,0,0
201485390,8101,0,0
201485178,4741,212,0.0447163045770934
201484617,425,0,0
201484586,576,0,0
201484601,837,0,0
201484633,1907,74,0.0388044048243314
201484677,1906,0,0
201484830,1622,2,0.00123304562268804
201484637,1926,0,0
201484795,1085,0,0
201484606,87,0,0
201484839,2289,0,0
201484836,1646,57,0.034629404617254
201484816,1836,0,0
201484719,1287,0,0
201484709,2351,257,0.109315185027648
201484636,856,0,0
201484696,2217,0,0
201484662,1338,5,0.00373692077727952
201484692,410,51,0.124390243902439
201484654,904,76,0.084070796460177
201484643,860,0,0
201484663,2460,92,0.0373983739837398
201485014,2004,176,0.0878243512974052
201484769,1205,74,0.0614107883817427
201484741,595,0,0
201484786,2072,0,0
201484644,928,415,0.447198275862069
201484701,157,0,0
201484997,2411,1009,0.418498548320199
201484805,1616,0,0
201484755,1886,0,0
201484749,1943,34,0.0174987133299022
201484808,1115,20,0.0179372197309417
201484736,1667,0,0
201484740,999,257,0.257257257257257
201484735,2287,0,0
201484998,2886,291,0.100831600831601
201484853,0,0,NA
201484723,884,0,0
201485194,2333,16,0.00685812258894128
201484700,1302,0,0
201484699,1020,151,0.148039215686275
201484715,299,0,0
201484748,93,31,0.333333333333333
201484999,1736,0,0
201484778,286,55,0.192307692307692
201485019,1405,0,0
201484817,1110,0,0
201484739,860,95,0.11046511627907
201484852,0,0,NA
201484785,3199,0,0
201484893,2461,314,0.127590410402276
201484891,1432,0,0
201484827,160,0,0
201484747,879,3,0.00341296928327645
201484845,186,6,0.032258064516129
201484922,936,0,0
201484911,2784,106,0.0380747126436782
201485064,3200,13,0.0040625
201484826,2048,0,0
201484773,997,0,0
201484968,2569,0,0
201484834,750,0,0
201484844,414,25,0.0603864734299517
201484952,657,0,0
201484934,1311,231,0.176201372997712
201484936,1843,611,0.331524688008682
201484941,1618,0,0
201484946,1631,0,0
201484984,1783,0,0
201484919,3231,0,0
201485159,5762,0,0
201484831,11,0,0
201485085,2142,0,0
201484835,868,0,0
201484964,4670,223,0.0477516059957173
201485009,2087,23,0.0110206037374221
201484833,65,0,0
201484868,947,0,0
201485115,1962,0,0
201485107,2521,73,0.0289567631892106
201485050,772,0,0
201485282,4342,11,0.00253339474896361
201484935,1324,148,0.11178247734139
201485158,3950,0,0
201484959,2045,0,0
201484923,898,0,0
201484901,913,0,0
201485020,721,0,0
201485097,2042,21,0.0102840352595495
201484928,1540,0,0
201484940,172,0,0
201485301,6168,0,0
201484983,1870,0,0
201484979,1357,172,0.126750184229919
201484947,300,0,0
201484927,974,0,0
201485038,2939,0,0
201485049,733,10,0.0136425648021828
201485053,1021,0,0
201485063,1718,0,0
201485478,4321,355,0.0821569081231197
201485086,1406,0,0
201484942,7,2,0.285714285714286
201485104,2373,756,0.31858407079646
201484971,1639,157,0.0957901159243441
201485021,165,0,0
201485044,1442,0,0
201485037,1652,0,0
201485060,561,0,0
201485458,3219,18,0.00559179869524697
201485062,3751,0,0
201485048,1985,140,0.0705289672544081
201485045,3166,0,0
201484988,478,0,0
201485167,2923,0,0
201485052,1351,9,0.00666173205033309
201485015,2650,105,0.039622641509434
201485205,3693,0,0
201485214,1755,250,0.142450142450142
201485237,2791,0,0
201485226,2150,392,0.182325581395349
201485081,991,23,0.0232088799192735
201485036,1735,0,0
201485022,968,0,0
201485866,8043,842,0.104687305731692
201485099,3366,0,0
201485574,1916,0,0
201485363,3131,48,0.015330565314596
201485103,270,0,0
201485055,1441,0,0
201485088,836,0,0
201485154,1723,0,0
201485334,2702,0,0
201485124,458,0,0
201485196,918,0,0
201485448,4494,0,0
201485098,1549,0,0
201485123,1790,0,0
201485238,2074,0,0
201485177,1924,24,0.0124740124740125
201485279,2437,0,0
201485556,5847,0,0
201485246,1832,138,0.0753275109170306
201485156,1314,199,0.15144596651446
201485204,8936,0,0
201485160,699,0,0
201485155,1192,15,0.0125838926174497
201485184,4369,0,0
201485147,1015,7,0.00689655172413793
201485607,6808,0,0
201485312,1027,0,0
201485564,7273,0,0
201485230,3193,141,0.0441590980269339
201485203,1706,142,0.0832356389214537
201485171,212,0,0
201485695,5092,633,0.124312647289866
201485186,1131,0,0
201485367,1932,0,0
201485399,2720,0,0
201485185,1872,0,0
201485227,1138,167,0.146748681898067
201485371,1771,222,0.125352907961604
201485387,1748,82,0.0469107551487414
201485233,160,0,0
201485978,8779,0,0
201485393,2752,0,0
201485213,78,0,0
201485242,1224,0,0
201485369,1501,0,0
201485340,304,0,0
201485450,5611,163,0.0290500801996079
201485356,1545,85,0.0550161812297735
201485248,1254,0,0
201485500,3707,1994,0.537901267871594
201485231,2903,265,0.091284877712711
201485232,104,19,0.182692307692308
201485225,3169,517,0.163142947301988
201485247,1177,0,0
201485495,1998,10,0.005005005005005
201485234,1019,301,0.295387634936212
201485271,113,4,0.0353982300884956
201485268,1178,64,0.0543293718166384
201485355,423,2,0.00472813238770686
201485413,891,182,0.204264870931538
201485287,1147,214,0.186573670444638
201485370,994,400,0.402414486921529
201485342,1299,217,0.167051578137028
201485346,2745,0,0
201485521,2611,0,0
201485385,1982,0,0
201485302,1271,101,0.0794649881982691
201485361,1407,35,0.0248756218905473
201485267,1000,14,0.014
201485503,3856,39,0.0101141078838174
201485483,1784,243,0.136210762331839
201485311,2406,0,0
201485281,2336,19,0.00813356164383562
201485305,40,10,0.25
201485333,202,0,0
201485659,1648,0,0
201485299,2456,24,0.00977198697068404
201485520,2224,0,0
201485879,6712,0,0
201485341,1187,0,0
201485427,1125,506,0.449777777777778
201485423,2374,0,0
201485728,3096,46,0.0148578811369509
201485394,1079,0,0
201485440,385,0,0
201485347,1550,106,0.0683870967741936
201485362,71,0,0
201485800,4927,12,0.00243555916379135
201485386,1076,19,0.0176579925650558
201485473,5055,0,0
201485526,3140,0,0
201485383,1566,0,0
201485391,1798,0,0
201485801,3812,48,0.012591815320042
201485372,18,0,0
201485679,2906,0,0
201485644,4201,0,0
201485477,822,108,0.131386861313869
201485459,2683,10,0.00372717107715244
201485449,241,0,0
201485414,618,0,0
201485685,2805,23,0.00819964349376114
201485614,1779,0,0
201485405,1478,0,0
201485419,980,0,0
201485462,3061,0,0
201485443,1526,0,0
201485704,2488,146,0.0586816720257235
201485514,1991,71,0.0356604721245605
201485407,629,0,0
201485678,2129,0,0
201485468,187,0,0
201485406,826,0,0
201485656,3082,0,0
201485467,1086,0,0
201485444,2039,111,0.0544384502206964
201485482,454,36,0.079295154185022
201485527,2885,0,0
201485441,1113,0,0
201485505,938,324,0.345415778251599
201485445,474,126,0.265822784810127
201485511,1015,223,0.219704433497537
201485689,4384,0,0
201485587,1740,7,0.00402298850574713
201485575,641,0,0
201485808,3959,32,0.00808284920434453
201485599,3252,84,0.025830258302583
201485542,5092,0,0
201486017,4065,0,0
201485579,2130,9,0.00422535211267606
201485567,1116,299,0.267921146953405
201485773,2515,22,0.00874751491053678
201485504,119,12,0.100840336134454
201485637,1213,0,0
201485593,1313,32,0.0243716679360244
201485506,919,564,0.613710554951034
201485513,8,0,0
201485539,984,732,0.74390243902439
201485688,768,27,0.03515625
201485816,3492,0,0
201485597,1327,0,0
201485543,56,0,0
201485561,2401,0,0
201485609,1038,0,0
201485686,1693,13,0.00767867690490254
201485600,2357,0,0
201485620,1450,0,0
201485828,3899,0,0
201485598,1831,80,0.0436919716002185
201485559,815,0,0
201485636,264,0,0
201485560,911,0,0
201485975,3475,363,0.104460431654676
201485655,1296,0,0
201485782,1462,0,0
201485683,2735,0,0
201485913,4203,0,0
201485796,4399,0,0
201485594,866,2,0.0023094688221709
201485625,258,0,0
201485670,2149,166,0.0772452303396929
201485665,223,0,0
201485580,819,0,0
201485726,1116,70,0.0627240143369176
201485630,1425,0,0
201485624,1283,228,0.177708495713172
201485729,743,23,0.0309555854643338
201485649,1574,14,0.00889453621346887
201485608,1437,0,0
201485759,3408,0,0
201485667,1762,0,0
201485794,2233,0,0
201485876,2548,0,0
201485903,1763,0,0
201485662,959,0,0
201485718,2820,164,0.0581560283687943
201485714,1601,0,0
201485690,3143,0,0
201485908,4568,0,0
201485666,1201,0,0
201485633,5,0,0
201485936,3260,937,0.287423312883436
201485643,1913,0,0
201485763,1371,32,0.0233406272793581
201485843,2054,0,0
201485962,5173,0,0
201485917,2532,315,0.124407582938389
201485799,2838,0,0
201485997,2586,0,0
201485647,242,0,0
201485829,3404,0,0
201485664,880,49,0.0556818181818182
201485748,718,0,0
201486125,5072,276,0.054416403785489
201485807,2252,22,0.00976909413854352
201485841,1667,0,0
201485885,2578,0,0
201485739,1663,140,0.0841852074564041
201485697,70,0,0
201485722,1696,0,0
201485684,2,0,0
201485696,2383,384,0.161141418380193
201485758,369,0,0
201485713,217,64,0.294930875576037
201485766,1883,305,0.161975570897504
201485979,3015,0,0
201485874,556,1,0.00179856115107914
201485786,1370,1035,0.755474452554745
201485870,1573,0,0
201485896,2920,0,0
201485825,3951,0,0
201485738,897,25,0.0278706800445931
201485902,1871,318,0.169962586851951
201485972,1955,437,0.223529411764706
201485806,1099,92,0.083712465878071
201485741,900,98,0.108888888888889
201485802,1175,28,0.0238297872340426
201485906,1883,515,0.273499734466277
201485797,626,0,0
201485809,1282,402,0.313572542901716
201485757,1141,0,0
201485756,3042,0,0
201485824,705,0,0
201485814,1944,0,0
201485795,1022,0,0
201486098,5068,0,0
201485785,2932,226,0.0770804911323329
201486016,1884,84,0.0445859872611465
201485935,2154,132,0.0612813370473538
201485781,58,0,0
201485840,4309,0,0
201485798,75,0,0
201485861,2257,0,0
201485986,1530,803,0.52483660130719
201485789,852,312,0.366197183098592
